type,oc_year,oc_data,oc_county,oc_region
案類,發生年度,發生日期,發生縣市,發生鄉鎮市區
住宅竊盜,106,101,台北市,信義區
住宅竊盜,106,101,台北市,士林區
住宅竊盜,106,101,台北市,南港區
住宅竊盜,106,101,高雄市,三民區
住宅竊盜,106,101,屏東縣,屏東市
住宅竊盜,106,101,雲林縣,台西鄉
住宅竊盜,106,101,台北市,中山區
住宅竊盜,106,101,南投縣,竹山鎮
住宅竊盜,106,102,台南市,柳營區
住宅竊盜,106,102,新北市,泰山區
住宅竊盜,106,102,雲林縣,水林鄉
住宅竊盜,106,102,花蓮縣,花蓮市
住宅竊盜,106,102,雲林縣,斗南鎮
住宅竊盜,106,102,新北市,五股區
住宅竊盜,106,102,台中市,西屯區
住宅竊盜,106,102,新北市,新莊區
住宅竊盜,106,102,台北市,中山區
住宅竊盜,106,102,南投縣,埔里鎮
住宅竊盜,106,102,新北市,新店區
住宅竊盜,106,102,新北市,新莊區
住宅竊盜,106,103,台南市,歸仁區
住宅竊盜,106,103,新竹市,東區
住宅竊盜,106,103,基隆市,仁愛區
住宅竊盜,106,103,新竹縣,新豐鄉
住宅竊盜,106,103,南投縣,草屯鎮
住宅竊盜,106,103,台南市,永康區
住宅竊盜,106,103,新北市,板橋區
住宅竊盜,106,103,南投縣,草屯鎮
住宅竊盜,106,103,苗栗縣,大湖鄉
住宅竊盜,106,103,宜蘭縣,五結鄉
住宅竊盜,106,103,新竹縣,芎林鄉
住宅竊盜,106,104,新北市,新店區
住宅竊盜,106,104,高雄市,左營區
住宅竊盜,106,105,台南市,佳里區
住宅竊盜,106,105,台北市,信義區
住宅竊盜,106,105,新北市,中和區
住宅竊盜,106,105,台北市,內湖區
住宅竊盜,106,105,台南市,永康區
住宅竊盜,106,105,台北市,萬華區
住宅竊盜,106,105,新竹市,北區
住宅竊盜,106,105,桃園市,八德區
住宅竊盜,106,105,新竹市,香山區
住宅竊盜,106,106,台南市,新化區
住宅竊盜,106,106,雲林縣,莿桐鄉
住宅竊盜,106,106,苗栗縣,公館鄉
住宅竊盜,106,106,新北市,中和區
住宅竊盜,106,106,新北市,土城區
住宅竊盜,106,106,新北市,深坑區
住宅竊盜,106,106,台北市,內湖區
住宅竊盜,106,106,屏東縣,屏東市
住宅竊盜,106,106,雲林縣,麥寮鄉
住宅竊盜,106,106,新竹市,香山區
住宅竊盜,106,106,雲林縣,虎尾鎮
住宅竊盜,106,106,桃園市,龜山區
住宅竊盜,106,107,雲林縣,水林鄉
住宅竊盜,106,107,嘉義市,西區
住宅竊盜,106,107,桃園市,龜山區
住宅竊盜,106,107,雲林縣,崙背鄉
住宅竊盜,106,107,台北市,士林區
住宅竊盜,106,107,花蓮縣,新城鄉
住宅竊盜,106,107,新北市,新莊區
住宅竊盜,106,107,台南市,仁德區
住宅竊盜,106,108,台南市,學甲區
住宅竊盜,106,108,嘉義市,西區
住宅竊盜,106,108,新竹市,東區
住宅竊盜,106,108,彰化縣,埔心鄉
住宅竊盜,106,108,台南市,歸仁區
住宅竊盜,106,108,雲林縣,土庫鎮
住宅竊盜,106,109,基隆市,七堵區
住宅竊盜,106,109,新北市,三重區
住宅竊盜,106,109,新北市,淡水區
住宅竊盜,106,109,新竹縣,竹北市
住宅竊盜,106,109,台北市,南港區
住宅竊盜,106,109,台南市,仁德區
住宅竊盜,106,109,雲林縣,虎尾鎮
住宅竊盜,106,109,桃園市,大園區
住宅竊盜,106,109,高雄市,美濃區
住宅竊盜,106,109,桃園市,蘆竹區
住宅竊盜,106,110,雲林縣,斗六市
住宅竊盜,106,110,屏東縣,屏東市
住宅竊盜,106,110,桃園市,蘆竹區
住宅竊盜,106,110,新北市,三重區
住宅竊盜,106,110,台北市,萬華區
住宅竊盜,106,110,台北市,萬華區
住宅竊盜,106,110,台中市,大雅區
住宅竊盜,106,110,新北市,汐止區
住宅竊盜,106,110,新北市,三重區
住宅竊盜,106,110,高雄市,楠梓區
住宅竊盜,106,111,金門縣,金湖鎮
住宅竊盜,106,111,南投縣,埔里鎮
住宅竊盜,106,111,南投縣,草屯鎮
住宅竊盜,106,111,新北市,泰山區
住宅竊盜,106,111,彰化縣,伸港鄉
住宅竊盜,106,111,新竹市,東區
住宅竊盜,106,112,新北市,土城區
住宅竊盜,106,112,台南市,將軍區
住宅竊盜,106,112,新北市,新莊區
住宅竊盜,106,112,新北市,樹林區
住宅竊盜,106,112,台南市,中西區
住宅竊盜,106,112,台南市,安平區
住宅竊盜,106,112,新北市,土城區
住宅竊盜,106,112,新北市,新店區
住宅竊盜,106,112,台中市,神岡區
住宅竊盜,106,112,台北市,大安區
住宅竊盜,106,112,台南市,新市區
住宅竊盜,106,112,台南市,南區
住宅竊盜,106,113,桃園市,中壢區
住宅竊盜,106,113,新竹市,東區
住宅竊盜,106,113,新北市,土城區
住宅竊盜,106,113,桃園市,八德區
住宅竊盜,106,113,南投縣,竹山鎮
住宅竊盜,106,114,基隆市,暖暖區
住宅竊盜,106,114,台南市,北區
住宅竊盜,106,114,台北市,松山區
住宅竊盜,106,114,彰化縣,和美鎮
住宅竊盜,106,114,雲林縣,虎尾鎮
住宅竊盜,106,115,苗栗縣,後龍鎮
住宅竊盜,106,115,桃園市,大溪區
住宅竊盜,106,115,新北市,三重區
住宅竊盜,106,115,台南市,新市區
住宅竊盜,106,115,新竹縣,竹東鎮
住宅竊盜,106,115,新北市,五股區
住宅竊盜,106,115,台北市,北投區
住宅竊盜,106,115,苗栗縣,頭份市
住宅竊盜,106,116,台北市,士林區
住宅竊盜,106,116,高雄市,鳳山區
住宅竊盜,106,116,台北市,文山區
