type,oc_year,oc_data,oc_county,oc_region
案類,發生年度,發生日期,發生縣市,發生鄉鎮市區
住宅竊盜,110,0701,苗栗縣,後龍鎮
住宅竊盜,110,0701,花蓮縣,吉安鄉
住宅竊盜,110,0701,新北市,深坑區
住宅竊盜,110,0701,新竹縣,竹北市
住宅竊盜,110,0701,南投縣,埔里鎮
住宅竊盜,110,0702,桃園市,八德區
住宅竊盜,110,0702,新北市,新莊區
住宅竊盜,110,0703,新北市,三重區
住宅竊盜,110,0703,臺北市,大同區
住宅竊盜,110,0703,新北市,中和區
住宅竊盜,110,0703,臺中市,梧棲區
住宅竊盜,110,0704,臺北市,萬華區
住宅竊盜,110,0704,雲林縣,北港鎮
住宅竊盜,110,0704,澎湖縣,馬公市
住宅竊盜,110,0704,南投縣,草屯鎮
住宅竊盜,110,0704,南投縣,埔里鎮
住宅竊盜,110,0704,臺南市,玉井區
住宅竊盜,110,0705,臺南市,安南區
住宅竊盜,110,0705,嘉義縣,太保市
住宅竊盜,110,0705,金門縣,金沙鎮
住宅竊盜,110,0705,新竹縣,竹東鎮
住宅竊盜,110,0705,南投縣,南投市
住宅竊盜,110,0705,新北市,蘆洲區
住宅竊盜,110,0706,苗栗縣,頭份市
住宅竊盜,110,0706,臺北市,內湖區
住宅竊盜,110,0706,臺南市,佳里區
住宅竊盜,110,0707,臺北市,中正區
住宅竊盜,110,0707,新北市,蘆洲區
住宅竊盜,110,0707,雲林縣,斗六市
住宅竊盜,110,0707,臺南市,仁德區
住宅竊盜,110,0708,花蓮縣,花蓮市
住宅竊盜,110,0708,新北市,中和區
住宅竊盜,110,0708,臺南市,鹽水區
住宅竊盜,110,0708,臺北市,南港區
住宅竊盜,110,0708,花蓮縣,花蓮市
住宅竊盜,110,0709,臺中市,南區
住宅竊盜,110,0709,彰化縣,芳苑鄉
住宅竊盜,110,0709,臺南市,仁德區
住宅竊盜,110,0709,桃園市,桃園區
住宅竊盜,110,0710,新北市,土城區
住宅竊盜,110,0710,金門縣,金寧鄉
住宅竊盜,110,0710,花蓮縣,花蓮市
住宅竊盜,110,0710,南投縣,草屯鎮
住宅竊盜,110,0710,臺北市,北投區
住宅竊盜,110,0711,金門縣,金湖鎮
住宅竊盜,110,0711,基隆市,信義區
住宅竊盜,110,0711,新北市,新莊區
住宅竊盜,110,0711,臺北市,中正區
住宅竊盜,110,0712,新北市,中和區
住宅竊盜,110,0712,新北市,永和區
住宅竊盜,110,0712,臺南市,北區
住宅竊盜,110,0712,雲林縣,斗六市
住宅竊盜,110,0713,基隆市,仁愛區
住宅竊盜,110,0713,新北市,樹林區
住宅竊盜,110,0713,臺南市,將軍區
住宅竊盜,110,0713,臺北市,萬華區
住宅竊盜,110,0713,新北市,新莊區
住宅竊盜,110,0713,南投縣,草屯鎮
住宅竊盜,110,0714,彰化縣,秀水鄉
住宅竊盜,110,0714,新北市,汐止區
住宅竊盜,110,0714,臺南市,新市區
住宅竊盜,110,0714,新竹縣,新埔鎮
住宅竊盜,110,0714,南投縣,草屯鎮
住宅竊盜,110,0714,南投縣,草屯鎮
住宅竊盜,110,0715,苗栗縣,三義鄉
住宅竊盜,110,0715,新北市,板橋區
住宅竊盜,110,0715,雲林縣,崙背鄉
住宅竊盜,110,0716,臺南市,新營區
住宅竊盜,110,0716,桃園市,觀音區
住宅竊盜,110,0716,南投縣,草屯鎮
住宅竊盜,110,0716,臺北市,中正區
住宅竊盜,110,0716,雲林縣,莿桐鄉
