type,oc_year,oc_data,oc_county,oc_region
案類,發生年度,發生日期,發生縣市,發生鄉鎮市區
住宅竊盜,107,101,台南市,永康區
住宅竊盜,107,101,台南市,西港區
住宅竊盜,107,101,台南市,中西區
住宅竊盜,107,101,新竹縣,竹東鎮
住宅竊盜,107,101,台南市,新化區
住宅竊盜,107,101,新北市,板橋區
住宅竊盜,107,101,高雄市,旗山區
住宅竊盜,107,101,屏東縣,屏東市
住宅竊盜,107,102,台中市,北區
住宅竊盜,107,102,新北市,板橋區
住宅竊盜,107,102,台北市,中山區
住宅竊盜,107,102,新北市,永和區
住宅竊盜,107,102,新北市,新莊區
住宅竊盜,107,103,嘉義縣,民雄鄉
住宅竊盜,107,103,桃園市,桃園區
住宅竊盜,107,103,新竹縣,寶山鄉
住宅竊盜,107,103,台北市,中正區
住宅竊盜,107,103,台中市,東區
住宅竊盜,107,103,新竹縣,竹東鎮
住宅竊盜,107,103,台北市,萬華區
住宅竊盜,107,103,雲林縣,斗六市
住宅竊盜,107,103,新北市,三重區
住宅竊盜,107,103,新竹縣,竹東鎮
住宅竊盜,107,103,新北市,新莊區
住宅竊盜,107,103,台南市,南化區
住宅竊盜,107,103,澎湖縣,西嶼鄉
住宅竊盜,107,103,新北市,三重區
住宅竊盜,107,103,新北市,三重區
住宅竊盜,107,103,新北市,三重區
住宅竊盜,107,104,雲林縣,麥寮鄉
住宅竊盜,107,104,南投縣,南投市
住宅竊盜,107,104,台南市,學甲區
住宅竊盜,107,104,新北市,板橋區
住宅竊盜,107,104,新北市,板橋區
住宅竊盜,107,104,新北市,蘆洲區
住宅竊盜,107,104,新竹縣,峨眉鄉
住宅竊盜,107,104,新北市,板橋區
住宅竊盜,107,104,台中市,北區
住宅竊盜,107,104,台南市,善化區
住宅竊盜,107,104,新竹市,東區
住宅竊盜,107,105,新北市,三重區
住宅竊盜,107,105,台南市,永康區
住宅竊盜,107,105,新北市,深坑區
住宅竊盜,107,105,台南市,中西區
住宅竊盜,107,105,新北市,土城區
住宅竊盜,107,105,雲林縣,斗六市
住宅竊盜,107,106,花蓮縣,花蓮市
住宅竊盜,107,106,新竹縣,芎林鄉
住宅竊盜,107,106,桃園市,桃園區
住宅竊盜,107,106,新北市,永和區
住宅竊盜,107,106,花蓮縣,吉安鄉
住宅竊盜,107,107,台北市,北投區
住宅竊盜,107,107,苗栗縣,通霄鎮
住宅竊盜,107,107,南投縣,草屯鎮
住宅竊盜,107,107,彰化縣,員林市
住宅竊盜,107,107,台南市,新市區
住宅竊盜,107,108,澎湖縣,湖西鄉
住宅竊盜,107,108,新北市,板橋區
住宅竊盜,107,108,苗栗縣,頭份市
住宅竊盜,107,108,彰化縣,大村鄉
住宅竊盜,107,109,屏東縣,屏東市
住宅竊盜,107,109,新竹縣,竹北市
住宅竊盜,107,109,苗栗縣,竹南鎮
住宅竊盜,107,109,台北市,萬華區
住宅竊盜,107,109,台北市,萬華區
住宅竊盜,107,109,雲林縣,莿桐鄉
住宅竊盜,107,109,新北市,中和區
住宅竊盜,107,110,台中市,北區
住宅竊盜,107,110,桃園市,中壢區
住宅竊盜,107,110,桃園市,蘆竹區
住宅竊盜,107,110,新北市,汐止區
住宅竊盜,107,110,台北市,士林區
住宅竊盜,107,111,台北市,士林區
住宅竊盜,107,111,台北市,信義區
住宅竊盜,107,111,台北市,中正區
住宅竊盜,107,111,桃園市,桃園區
住宅竊盜,107,111,嘉義縣,東石鄉
住宅竊盜,107,112,新北市,中和區
住宅竊盜,107,112,彰化縣,彰化市
住宅竊盜,107,112,新北市,中和區
住宅竊盜,107,112,苗栗縣,竹南鎮
住宅竊盜,107,112,苗栗縣,竹南鎮
住宅竊盜,107,112,南投縣,草屯鎮
住宅竊盜,107,112,高雄市,楠梓區
住宅竊盜,107,112,南投縣,埔里鎮
住宅竊盜,107,112,雲林縣,斗六市
住宅竊盜,107,112,新北市,永和區
住宅竊盜,107,112,台南市,安平區
住宅竊盜,107,112,雲林縣,北港鎮
住宅竊盜,107,112,新北市,板橋區
住宅竊盜,107,112,桃園市,桃園區
住宅竊盜,107,113,新北市,新莊區
住宅竊盜,107,113,新北市,泰山區
住宅竊盜,107,113,新北市,板橋區
住宅竊盜,107,113,台南市,鹽水區
住宅竊盜,107,113,台南市,柳營區
住宅竊盜,107,113,桃園市,中壢區
住宅竊盜,107,113,雲林縣,北港鎮
住宅竊盜,107,114,台北市,士林區
住宅竊盜,107,114,新竹縣,湖口鄉
住宅竊盜,107,114,新北市,土城區
住宅竊盜,107,114,新竹市,東區
