type,oc_year,oc_data,oc_county,oc_region
案類,發生年度,發生日期,發生縣市,發生鄉鎮市區
住宅竊盜,107,701,桃園市,平鎮區
住宅竊盜,107,701,嘉義縣,新港鄉
住宅竊盜,107,701,台北市,萬華區
住宅竊盜,107,701,新北市,土城區
住宅竊盜,107,701,基隆市,中正區
住宅竊盜,107,701,新竹市,東區
住宅竊盜,107,702,屏東縣,長治鄉
住宅竊盜,107,702,宜蘭縣,蘇澳鎮
住宅竊盜,107,702,雲林縣,斗六市
住宅竊盜,107,702,台北市,內湖區
住宅竊盜,107,702,台北市,文山區
住宅竊盜,107,702,新北市,樹林區
住宅竊盜,107,702,台中市,神岡區
住宅竊盜,107,702,台北市,中山區
住宅竊盜,107,702,台南市,學甲區
住宅竊盜,107,702,台南市,北區
住宅竊盜,107,702,新北市,土城區
住宅竊盜,107,702,苗栗縣,頭份市
住宅竊盜,107,702,南投縣,南投市
住宅竊盜,107,703,新北市,汐止區
住宅竊盜,107,703,新竹縣,新豐鄉
住宅竊盜,107,703,新北市,中和區
住宅竊盜,107,703,桃園市,蘆竹區
住宅竊盜,107,703,台北市,大安區
住宅竊盜,107,703,新竹縣,橫山鄉
住宅竊盜,107,703,台南市,中西區
住宅竊盜,107,704,新北市,三重區
住宅竊盜,107,704,桃園市,八德區
住宅竊盜,107,704,台中市,龍井區
住宅竊盜,107,704,南投縣,南投市
住宅竊盜,107,705,雲林縣,斗六市
住宅竊盜,107,705,雲林縣,斗南鎮
住宅竊盜,107,705,金門縣,金湖鎮
住宅竊盜,107,705,花蓮縣,壽豐鄉
住宅竊盜,107,705,彰化縣,伸港鄉
住宅竊盜,107,705,台南市,善化區
住宅竊盜,107,705,台南市,北區
住宅竊盜,107,706,彰化縣,溪湖鎮
住宅竊盜,107,706,台北市,信義區
住宅竊盜,107,706,台南市,歸仁區
住宅竊盜,107,706,苗栗縣,竹南鎮
住宅竊盜,107,706,雲林縣,西螺鎮
住宅竊盜,107,706,台中市,西屯區
住宅竊盜,107,706,嘉義市,西區
住宅竊盜,107,706,桃園市,中壢區
住宅竊盜,107,706,台南市,仁德區
住宅竊盜,107,706,台中市,大肚區
住宅竊盜,107,706,台北市,北投區
住宅竊盜,107,707,桃園市,龍潭區
住宅竊盜,107,707,新竹市,東區
住宅竊盜,107,707,台北市,內湖區
住宅竊盜,107,708,新竹縣,竹北市
住宅竊盜,107,708,台北市,中正區
住宅竊盜,107,708,台南市,歸仁區
住宅竊盜,107,708,台北市,文山區
住宅竊盜,107,709,台南市,永康區
住宅竊盜,107,709,宜蘭縣,礁溪鄉
住宅竊盜,107,709,新北市,中和區
住宅竊盜,107,709,台北市,萬華區
住宅竊盜,107,710,台南市,關廟區
住宅竊盜,107,710,台南市,中西區
住宅竊盜,107,710,新北市,三峽區
住宅竊盜,107,710,新北市,林口區
住宅竊盜,107,710,台南市,新市區
住宅竊盜,107,711,花蓮縣,花蓮市
住宅竊盜,107,711,嘉義縣,六腳鄉
住宅竊盜,107,711,台中市,大雅區
住宅竊盜,107,711,新北市,土城區
住宅竊盜,107,711,台南市,北區
住宅竊盜,107,711,新北市,新莊區
住宅竊盜,107,711,台北市,中山區
住宅竊盜,107,711,宜蘭縣,壯圍鄉
住宅竊盜,107,711,台北市,南港區
住宅竊盜,107,712,台南市,新市區
住宅竊盜,107,712,雲林縣,麥寮鄉
住宅竊盜,107,712,桃園市,龜山區
住宅竊盜,107,712,台北市,萬華區
住宅竊盜,107,712,苗栗縣,苗栗市
住宅竊盜,107,712,台北市,信義區
住宅竊盜,107,712,新北市,中和區
住宅竊盜,107,712,彰化縣,和美鎮
住宅竊盜,107,712,澎湖縣,馬公市
住宅竊盜,107,712,新北市,永和區
住宅竊盜,107,713,台南市,後壁區
住宅竊盜,107,713,台南市,佳里區
住宅竊盜,107,713,澎湖縣,馬公市
住宅竊盜,107,713,台南市,歸仁區
住宅竊盜,107,713,台南市,中西區
住宅竊盜,107,713,台中市,西區
住宅竊盜,107,713,台中市,北區
住宅竊盜,107,713,台南市,下營區
住宅竊盜,107,713,新北市,新店區
住宅竊盜,107,713,桃園市,蘆竹區
住宅竊盜,107,714,嘉義縣,溪口鄉
住宅竊盜,107,714,雲林縣,斗南鎮
住宅竊盜,107,714,桃園市,中壢區
住宅竊盜,107,714,桃園市,八德區
住宅竊盜,107,714,新北市,中和區
住宅竊盜,107,715,台南市,北區
住宅竊盜,107,715,新北市,新店區
住宅竊盜,107,715,台北市,士林區
住宅竊盜,107,715,基隆市,信義區
住宅竊盜,107,715,新北市,貢寮區
住宅竊盜,107,715,台東縣,台東市
住宅竊盜,107,716,台北市,松山區
住宅竊盜,107,716,新北市,新莊區
住宅竊盜,107,716,彰化縣,北斗鎮
住宅竊盜,107,716,新北市,土城區
住宅竊盜,107,716,新北市,中和區
住宅竊盜,107,716,台北市,中山區
住宅竊盜,107,717,台北市,北投區
住宅竊盜,107,717,台中市,南區
住宅竊盜,107,717,基隆市,信義區
住宅竊盜,107,717,南投縣,草屯鎮
住宅竊盜,107,717,台中市,南屯區
住宅竊盜,107,717,雲林縣,水林鄉
住宅竊盜,107,717,台北市,中正區
住宅竊盜,107,717,桃園市,龜山區
住宅竊盜,107,717,彰化縣,彰化市
住宅竊盜,107,718,桃園市,桃園區
住宅竊盜,107,718,南投縣,埔里鎮
住宅竊盜,107,718,澎湖縣,馬公市
住宅竊盜,107,718,台中市,西屯區
住宅竊盜,107,718,台北市,信義區
住宅竊盜,107,718,新北市,中和區
住宅竊盜,107,718,雲林縣,虎尾鎮
住宅竊盜,107,718,新北市,新莊區
住宅竊盜,107,718,桃園市,中壢區
住宅竊盜,107,719,台北市,中山區
住宅竊盜,107,719,台南市,仁德區
住宅竊盜,107,719,新北市,新店區
住宅竊盜,107,719,台南市,白河區
住宅竊盜,107,720,雲林縣,莿桐鄉
住宅竊盜,107,720,新北市,永和區
住宅竊盜,107,720,嘉義市,西區
住宅竊盜,107,720,新北市,中和區
住宅竊盜,107,720,桃園市,平鎮區
住宅竊盜,107,720,新北市,三重區
住宅竊盜,107,720,新北市,三重區
住宅竊盜,107,720,台北市,文山區
住宅竊盜,107,720,雲林縣,斗六市
住宅竊盜,107,720,苗栗縣,頭份市
住宅竊盜,107,720,新北市,永和區
住宅竊盜,107,720,苗栗縣,苗栗市
住宅竊盜,107,721,基隆市,中正區
住宅竊盜,107,721,新北市,三重區
住宅竊盜,107,721,苗栗縣,頭份市
住宅竊盜,107,721,台南市,佳里區
住宅竊盜,107,721,基隆市,暖暖區
住宅竊盜,107,721,台南市,永康區
住宅竊盜,107,721,苗栗縣,後龍鎮
住宅竊盜,107,721,宜蘭縣,頭城鎮
住宅竊盜,107,721,苗栗縣,頭屋鄉
住宅竊盜,107,722,桃園市,桃園區
住宅竊盜,107,722,新北市,新莊區
住宅竊盜,107,723,台北市,南港區
住宅竊盜,107,723,新竹縣,竹東鎮
住宅竊盜,107,723,雲林縣,虎尾鎮
住宅竊盜,107,723,雲林縣,台西鄉
住宅竊盜,107,723,宜蘭縣,頭城鎮
住宅竊盜,107,723,台南市,東山區
住宅竊盜,107,723,台北市,大同區
住宅竊盜,107,723,台南市,東區
住宅竊盜,107,724,台南市,麻豆區
住宅竊盜,107,724,新北市,板橋區
住宅竊盜,107,724,桃園市,八德區
住宅竊盜,107,724,新北市,土城區
住宅竊盜,107,724,台南市,永康區
住宅竊盜,107,724,台南市,新營區
住宅竊盜,107,725,台南市,佳里區
住宅竊盜,107,725,高雄市,岡山區
住宅竊盜,107,725,新北市,永和區
住宅竊盜,107,726,苗栗縣,竹南鎮
住宅竊盜,107,726,台南市,新營區
住宅竊盜,107,726,新北市,新店區
住宅竊盜,107,726,台北市,大同區
住宅竊盜,107,726,台北市,中山區
住宅竊盜,107,727,基隆市,七堵區
住宅竊盜,107,727,高雄市,杉林區
住宅竊盜,107,727,桃園市,龍潭區
住宅竊盜,107,727,台北市,松山區
住宅竊盜,107,728,台北市,內湖區
住宅竊盜,107,728,台北市,大安區
住宅竊盜,107,728,雲林縣,斗南鎮
住宅竊盜,107,728,新北市,三重區
住宅竊盜,107,728,彰化縣,彰化市
住宅竊盜,107,729,台中市,北區
住宅竊盜,107,729,苗栗縣,後龍鎮
住宅竊盜,107,729,苗栗縣,苗栗市
住宅竊盜,107,729,台南市,東區
住宅竊盜,107,730,苗栗縣,竹南鎮
住宅竊盜,107,730,桃園市,桃園區
住宅竊盜,107,730,台北市,北投區
住宅竊盜,107,730,新北市,汐止區
住宅竊盜,107,730,彰化縣,伸港鄉
住宅竊盜,107,731,台北市,中正區
住宅竊盜,107,731,台北市,大安區
住宅竊盜,107,731,高雄市,苓雅區
住宅竊盜,107,731,台南市,關廟區
