type,oc_year,oc_data,oc_county,oc_region
案類,發生年度,發生日期,發生縣市,發生鄉鎮市區
住宅竊盜,106,0701,新北市,新店區
住宅竊盜,106,0701,台南市,南區
住宅竊盜,106,0701,台中市,東區
住宅竊盜,106,0701,新北市,蘆洲區
住宅竊盜,106,0701,台南市,永康區
住宅竊盜,106,0701,桃園市,八德區
住宅竊盜,106,0701,雲林縣,斗六市
住宅竊盜,106,0701,新北市,貢寮區
住宅竊盜,106,0701,台中市,大甲區
住宅竊盜,106,0702,新北市,五股區
住宅竊盜,106,0702,新北市,汐止區
住宅竊盜,106,0702,高雄市,杉林區
住宅竊盜,106,0702,新北市,泰山區
住宅竊盜,106,0702,新北市,板橋區
住宅竊盜,106,0702,苗栗縣,造橋鄉
住宅竊盜,106,0702,花蓮縣,花蓮市
住宅竊盜,106,0702,台南市,永康區
住宅竊盜,106,0702,新北市,三重區
住宅竊盜,106,0702,台北市,士林區
住宅竊盜,106,0702,台南市,下營區
住宅竊盜,106,0702,彰化縣,鹿港鎮
住宅竊盜,106,0703,南投縣,國姓鄉
住宅竊盜,106,0703,新北市,板橋區
住宅竊盜,106,0703,雲林縣,麥寮鄉
住宅竊盜,106,0703,台南市,北區
住宅竊盜,106,0703,桃園市,龜山區
住宅竊盜,106,0703,台北市,北投區
住宅竊盜,106,0703,新北市,三重區
住宅竊盜,106,0703,台中市,北區
住宅竊盜,106,0703,南投縣,鹿谷鄉
住宅竊盜,106,0704,雲林縣,古坑鄉
住宅竊盜,106,0704,雲林縣,水林鄉
住宅竊盜,106,0704,台南市,中西區
住宅竊盜,106,0704,雲林縣,斗六市
住宅竊盜,106,0705,台南市,鹽水區
住宅竊盜,106,0705,雲林縣,林內鄉
住宅竊盜,106,0705,台北市,內湖區
住宅竊盜,106,0705,花蓮縣,壽豐鄉
住宅竊盜,106,0705,南投縣,鹿谷鄉
住宅竊盜,106,0705,桃園市,桃園區
住宅竊盜,106,0706,新北市,三芝區
住宅竊盜,106,0706,苗栗縣,造橋鄉
住宅竊盜,106,0706,桃園市,龜山區
住宅竊盜,106,0706,屏東縣,新園鄉
住宅竊盜,106,0706,台北市,南港區
住宅竊盜,106,0706,花蓮縣,花蓮市
住宅竊盜,106,0706,新北市,三重區
住宅竊盜,106,0706,澎湖縣,馬公市
住宅竊盜,106,0706,台北市,萬華區
住宅竊盜,106,0706,台南市,永康區
住宅竊盜,106,0707,新竹縣,竹東鎮
住宅竊盜,106,0707,台南市,歸仁區
住宅竊盜,106,0707,台南市,佳里區
住宅竊盜,106,0707,新北市,土城區
住宅竊盜,106,0707,台北市,松山區
住宅竊盜,106,0707,高雄市,苓雅區
住宅竊盜,106,0707,基隆市,暖暖區
住宅竊盜,106,0707,台南市,佳里區
住宅竊盜,106,0707,台南市,白河區
住宅竊盜,106,0707,台南市,白河區
住宅竊盜,106,0708,新北市,新店區
住宅竊盜,106,0708,台北市,中正區
住宅竊盜,106,0708,高雄市,湖內區
住宅竊盜,106,0708,新竹縣,新埔鎮
住宅竊盜,106,0708,苗栗縣,苑裡鎮
住宅竊盜,106,0708,新北市,板橋區
住宅竊盜,106,0708,新北市,新店區
住宅竊盜,106,0708,新北市,中和區
住宅竊盜,106,0708,台北市,內湖區
住宅竊盜,106,0708,新北市,中和區
住宅竊盜,106,0709,新北市,三重區
住宅竊盜,106,0709,台南市,白河區
住宅竊盜,106,0709,新北市,汐止區
住宅竊盜,106,0709,台南市,學甲區
住宅竊盜,106,0709,高雄市,鳳山區
住宅竊盜,106,0709,台南市,白河區
住宅竊盜,106,0710,台北市,北投區
住宅竊盜,106,0710,新北市,中和區
住宅竊盜,106,0710,台南市,中西區
住宅竊盜,106,0710,台南市,永康區
住宅竊盜,106,0710,苗栗縣,竹南鎮
住宅竊盜,106,0710,苗栗縣,竹南鎮
住宅竊盜,106,0710,台中市,西區
住宅竊盜,106,0710,高雄市,仁武區
住宅竊盜,106,0710,苗栗縣,竹南鎮
住宅竊盜,106,0710,台北市,士林區
住宅竊盜,106,0711,台北市,士林區
住宅竊盜,106,0711,花蓮縣,光復鄉
住宅竊盜,106,0711,新北市,萬里區
住宅竊盜,106,0712,台北市,大安區
住宅竊盜,106,0712,高雄市,湖內區
住宅竊盜,106,0712,台南市,中西區
住宅竊盜,106,0712,桃園市,龜山區
住宅竊盜,106,0712,台中市,東區
住宅竊盜,106,0712,台北市,中山區
住宅竊盜,106,0712,高雄市,苓雅區
住宅竊盜,106,0713,新北市,五股區
住宅竊盜,106,0713,花蓮縣,花蓮市
住宅竊盜,106,0713,桃園市,龜山區
住宅竊盜,106,0713,新竹縣,竹北市
住宅竊盜,106,0714,台南市,佳里區
住宅竊盜,106,0714,高雄市,苓雅區
住宅竊盜,106,0714,新北市,板橋區
住宅竊盜,106,0714,新北市,板橋區
住宅竊盜,106,0714,雲林縣,虎尾鎮
住宅竊盜,106,0714,雲林縣,斗南鎮
住宅竊盜,106,0714,台北市,信義區
住宅竊盜,106,0714,台北市,松山區
住宅竊盜,106,0714,新北市,三重區
住宅竊盜,106,0714,台南市,南化區
住宅竊盜,106,0715,新北市,板橋區
住宅竊盜,106,0715,新竹縣,關西鎮
住宅竊盜,106,0715,台南市,將軍區
住宅竊盜,106,0715,桃園市,桃園區
住宅竊盜,106,0715,台南市,白河區
住宅竊盜,106,0715,台南市,仁德區
住宅竊盜,106,0715,桃園市,龜山區
住宅竊盜,106,0715,基隆市,中正區
住宅竊盜,106,0715,高雄市,旗津區
住宅竊盜,106,0715,高雄市,美濃區
住宅竊盜,106,0715,苗栗縣,竹南鎮
住宅竊盜,106,0715,桃園市,龜山區
住宅竊盜,106,0715,新北市,三重區
住宅竊盜,106,0715,台北市,中山區
住宅竊盜,106,0715,台中市,大甲區
住宅竊盜,106,0715,新竹縣,竹東鎮
住宅竊盜,106,0715,桃園市,龜山區
住宅竊盜,106,0715,南投縣,埔里鎮
住宅竊盜,106,0715,高雄市,苓雅區
住宅竊盜,106,0716,台中市,大肚區
住宅竊盜,106,0716,桃園市,中壢區
住宅竊盜,106,0716,花蓮縣,壽豐鄉
住宅竊盜,106,0716,台北市,士林區
住宅竊盜,106,0716,新北市,板橋區
住宅竊盜,106,0716,澎湖縣,馬公市
住宅竊盜,106,0716,苗栗縣,竹南鎮
住宅竊盜,106,0717,新北市,蘆洲區
住宅竊盜,106,0717,桃園市,龍潭區
住宅竊盜,106,0717,台北市,大安區
住宅竊盜,106,0717,雲林縣,虎尾鎮
住宅竊盜,106,0717,新竹市,東區
住宅竊盜,106,0717,高雄市,旗山區
住宅竊盜,106,0717,台北市,南港區
住宅竊盜,106,0717,高雄市,苓雅區
住宅竊盜,106,0717,台北市,內湖區
住宅竊盜,106,0718,南投縣,草屯鎮
住宅竊盜,106,0718,台中市,西屯區
住宅竊盜,106,0718,台南市,歸仁區
住宅竊盜,106,0718,台中市,西屯區
住宅竊盜,106,0718,高雄市,美濃區
住宅竊盜,106,0718,新竹縣,竹東鎮
住宅竊盜,106,0718,台南市,佳里區
住宅竊盜,106,0718,屏東縣,新園鄉
住宅竊盜,106,0718,新竹縣,新埔鎮
住宅竊盜,106,0718,基隆市,安樂區
住宅竊盜,106,0718,高雄市,苓雅區
住宅竊盜,106,0718,台中市,烏日區
住宅竊盜,106,0718,台中市,東勢區
住宅竊盜,106,0718,高雄市,美濃區
住宅竊盜,106,0719,台南市,中西區
住宅竊盜,106,0719,台南市,白河區
住宅竊盜,106,0719,新北市,樹林區
住宅竊盜,106,0719,新北市,板橋區
住宅竊盜,106,0719,新北市,中和區
住宅竊盜,106,0720,高雄市,鳳山區
住宅竊盜,106,0720,高雄市,茄萣區
住宅竊盜,106,0720,澎湖縣,馬公市
住宅竊盜,106,0720,雲林縣,虎尾鎮
住宅竊盜,106,0720,新北市,石門區
住宅竊盜,106,0720,台中市,北區
住宅竊盜,106,0720,台北市,士林區
住宅竊盜,106,0720,新北市,板橋區
住宅竊盜,106,0720,基隆市,七堵區
住宅竊盜,106,0720,台南市,永康區
住宅竊盜,106,0720,台南市,中西區
住宅竊盜,106,0720,台北市,中正區
住宅竊盜,106,0720,苗栗縣,頭份市
住宅竊盜,106,0720,南投縣,名間鄉
住宅竊盜,106,0721,台中市,南屯區
住宅竊盜,106,0721,台中市,南屯區
住宅竊盜,106,0721,苗栗縣,苑裡鎮
住宅竊盜,106,0721,苗栗縣,竹南鎮
住宅竊盜,106,0721,宜蘭縣,冬山鄉
住宅竊盜,106,0721,台南市,歸仁區
住宅竊盜,106,0721,台中市,北區
住宅竊盜,106,0721,新北市,中和區
住宅竊盜,106,0721,新北市,新莊區
住宅竊盜,106,0721,屏東縣,屏東市
住宅竊盜,106,0721,高雄市,湖內區
住宅竊盜,106,0722,桃園市,桃園區
住宅竊盜,106,0722,台南市,安定區
住宅竊盜,106,0722,南投縣,埔里鎮
住宅竊盜,106,0722,桃園市,八德區
住宅竊盜,106,0722,雲林縣,西螺鎮
住宅竊盜,106,0722,台北市,士林區
住宅竊盜,106,0722,雲林縣,林內鄉
